phenomenon,condition,framing,subsample_fraction,subsample_n,full_sample_n,full_sample_js,js_subsample_mean,js_subsample_std,js_subsample_ci_low,js_subsample_ci_high,js_delta_mean_abs,js_delta_max_abs
polite_speech,state_4,first_person,0.9,22,25,0.15658617091675048,0.15658617091675045,2.781125385737529e-17,0.15658617091675048,0.15658617091675048,0.0,0.0
polite_speech,state_4,third_person,0.5,12,25,0.15658617091675048,0.15658617091675045,2.781125385737529e-17,0.15658617091675048,0.15658617091675048,0.0,0.0
polite_speech,state_4,third_person,0.7,18,25,0.15658617091675048,0.15658617091675045,2.781125385737529e-17,0.15658617091675048,0.15658617091675048,0.0,0.0
polite_speech,state_4,third_person,0.9,22,25,0.15658617091675048,0.15658617091675045,2.781125385737529e-17,0.15658617091675048,0.15658617091675048,0.0,0.0
polite_speech,state_5,second_person,0.5,12,25,0.08910840174606041,0.0891084017460604,1.3905626928687644e-17,0.08910840174606041,0.08910840174606041,0.0,0.0
polite_speech,state_5,second_person,0.7,18,25,0.08910840174606041,0.0891084017460604,1.3905626928687644e-17,0.08910840174606041,0.08910840174606041,0.0,0.0
polite_speech,state_5,second_person,0.9,22,25,0.08910840174606041,0.0891084017460604,1.3905626928687644e-17,0.08910840174606041,0.08910840174606041,0.0,0.0
polite_speech,state_5,first_person,0.5,12,25,0.08910840174606041,0.0891084017460604,1.3905626928687644e-17,0.08910840174606041,0.08910840174606041,0.0,0.0
polite_speech,state_5,first_person,0.7,18,25,0.08910840174606041,0.0891084017460604,1.3905626928687644e-17,0.08910840174606041,0.08910840174606041,0.0,0.0
polite_speech,state_5,first_person,0.9,22,25,0.08910840174606041,0.0891084017460604,1.3905626928687644e-17,0.08910840174606041,0.08910840174606041,0.0,0.0
polite_speech,state_5,third_person,0.5,12,25,0.03219294548570513,0.039616458241674826,0.01257071064821819,0.03224326359813956,0.08910840174606041,0.007423512755969703,0.05691545626035528
polite_speech,state_5,third_person,0.7,18,25,0.03219294548570513,0.03409781832242146,0.0028102437061248106,0.03224326359813956,0.04611163726106167,0.0019048728367163253,0.01391869177535654
polite_speech,state_5,third_person,0.9,22,25,0.03219294548570513,0.03285567438884125,0.0009600427271359753,0.0326302281112171,0.037320406867659583,0.0006627289031361249,0.005127461381954454
