model,phenomenon,condition,framing,subsample_fraction,subsample_n,full_sample_n,full_sample_js,js_subsample_mean,js_subsample_std,js_subsample_ci_low,js_subsample_ci_high,js_delta_mean_abs,js_delta_max_abs
meta-llama/Llama-3.1-8B,polite_speech,state_1,second_person,0.9,22,25,0.66161200783595,0.6619799871716769,0.0011210270869308698,0.6613210319573474,0.6650164345918055,0.0005699165954771823,0.003830397614481673
meta-llama/Llama-3.1-8B,polite_speech,state_1,first_person,0.5,12,25,0.36087196219316414,0.36259329438107524,0.0032717304699012395,0.35934276224064765,0.36588306835820805,0.0032597073401426186,0.00501110616504391
meta-llama/Llama-3.1-8B,polite_speech,state_1,first_person,0.7,18,25,0.36087196219316414,0.3617414705134081,0.0014299378224548113,0.35934276224064765,0.36259304445306023,0.001670809095362635,0.0017210822598960895
meta-llama/Llama-3.1-8B,polite_speech,state_1,first_person,0.9,22,25,0.36087196219316414,0.3612651116727643,0.0006158676898161891,0.35934276224064765,0.361462221371978,0.0006775806707681816,0.0015291999525164912
meta-llama/Llama-3.1-8B,polite_speech,state_1,third_person,0.5,12,25,0.3874263584641935,0.38928799905710143,0.01386129987330982,0.36588306835820805,0.4175915894302181,0.010740123573387883,0.04724136701835835
meta-llama/Llama-3.1-8B,polite_speech,state_1,third_person,0.7,18,25,0.3874263584641935,0.38758267615915826,0.008452846946251676,0.3693650728716419,0.40247853574767845,0.007073155335532595,0.024833314011133256
meta-llama/Llama-3.1-8B,polite_speech,state_1,third_person,0.9,22,25,0.3874263584641935,0.3874860878754436,0.004753912264076786,0.37890090464087633,0.39250160570028086,0.0041019733223416725,0.014760818642007179
meta-llama/Llama-3.1-8B,polite_speech,state_2,second_person,0.5,12,25,0.679213034432175,0.6794134604659114,0.0009016975385414449,0.6788450402829688,0.6800376409567701,0.00041621737673456496,0.005937157803116211
meta-llama/Llama-3.1-8B,polite_speech,state_2,second_person,0.7,18,25,0.679213034432175,0.6792761865270963,0.0003376904304118835,0.6789596896922672,0.6797518277659915,0.0002204114202398404,0.005937157803116211
meta-llama/Llama-3.1-8B,polite_speech,state_2,second_person,0.9,22,25,0.679213034432175,0.6792257393997265,0.00014562284381466474,0.6791087638051558,0.6795555661787118,0.00011968663087328579,0.0007371396453441648
meta-llama/Llama-3.1-8B,polite_speech,state_2,first_person,0.5,12,25,0.5118557017563388,0.5121177890516513,0.005914002290762281,0.5025609176902727,0.5257882638936264,0.0046221969669738424,0.02205661143501969
meta-llama/Llama-3.1-8B,polite_speech,state_2,first_person,0.7,18,25,0.5118557017563388,0.5120493240325821,0.0037005373906524616,0.5039690836984501,0.5187318065186425,0.0031022246742671376,0.007886618057888706
meta-llama/Llama-3.1-8B,polite_speech,state_2,first_person,0.9,22,25,0.5118557017563388,0.5121035073855317,0.0020777233152224728,0.5080585004819875,0.5141538332400636,0.0018343014950618138,0.006499231248254134
meta-llama/Llama-3.1-8B,polite_speech,state_2,third_person,0.5,12,25,0.5041911780920676,0.5348173741629206,0.08185197917502124,0.39670861189290857,0.6788450402829688,0.0709220532817,0.17518012068192734
meta-llama/Llama-3.1-8B,polite_speech,state_2,third_person,0.7,18,25,0.5041911780920676,0.5136455953061493,0.051538376814511094,0.461156976732779,0.6241568803797028,0.041449370774828825,0.17465386219090118
meta-llama/Llama-3.1-8B,polite_speech,state_2,third_person,0.9,22,25,0.5041911780920676,0.5091123597073419,0.03035044031025522,0.48836320647234055,0.5926922631025844,0.02535108158359553,0.17453107054777006
meta-llama/Llama-3.1-8B,polite_speech,state_3,second_person,0.5,12,25,0.20209288865128666,0.21762679330148546,0.04874443125807107,0.16515759857016887,0.2628655962076299,0.04973598326531385,0.06077270755634323
meta-llama/Llama-3.1-8B,polite_speech,state_3,second_person,0.7,18,25,0.20209288865128666,0.20980409486222962,0.03467155939447296,0.18717158572917006,0.2628655962076299,0.02863087290775036,0.06077270755634323
meta-llama/Llama-3.1-8B,polite_speech,state_3,second_person,0.9,22,25,0.20209288865128666,0.20441184929973213,0.02139125780455618,0.19659150674289322,0.2628655962076299,0.012023398334851517,0.06077270755634323
meta-llama/Llama-3.1-8B,polite_speech,state_3,first_person,0.5,12,25,0.16755255903252458,0.1776731108378055,0.050107465801733087,0.11945289317645594,0.2628655962076299,0.033914071369617715,0.09531303717510531
meta-llama/Llama-3.1-8B,polite_speech,state_3,first_person,0.7,18,25,0.16755255903252458,0.1727308090793865,0.03283899287964779,0.14722597116890046,0.2628655962076299,0.026114635546394722,0.09531303717510531
meta-llama/Llama-3.1-8B,polite_speech,state_3,first_person,0.9,22,25,0.16755255903252458,0.16985831167287377,0.019367355766844466,0.1599245139969101,0.19659150674289322,0.013869868914340774,0.09531303717510531
meta-llama/Llama-3.1-8B,polite_speech,state_3,third_person,0.5,12,25,0.2628655962076299,0.26286559620763,1.110778552818352e-16,0.2628655962076299,0.2628655962076299,0.0,0.0
meta-llama/Llama-3.1-8B,polite_speech,state_3,third_person,0.7,18,25,0.2628655962076299,0.26286559620763,1.110778552818352e-16,0.2628655962076299,0.2628655962076299,0.0,0.0
meta-llama/Llama-3.1-8B,polite_speech,state_3,third_person,0.9,22,25,0.2628655962076299,0.26286559620763,1.110778552818352e-16,0.2628655962076299,0.2628655962076299,0.0,0.0
meta-llama/Llama-3.1-8B,polite_speech,state_4,second_person,0.5,12,25,0.15658617091675048,0.15658617091675042,5.55389276409176e-17,0.15658617091675048,0.15658617091675048,0.0,0.0
meta-llama/Llama-3.1-8B,polite_speech,state_4,second_person,0.7,18,25,0.15658617091675048,0.15658617091675042,5.55389276409176e-17,0.15658617091675048,0.15658617091675048,0.0,0.0
meta-llama/Llama-3.1-8B,polite_speech,state_4,second_person,0.9,22,25,0.15658617091675048,0.15658617091675042,5.55389276409176e-17,0.15658617091675048,0.15658617091675048,0.0,0.0
meta-llama/Llama-3.1-8B,polite_speech,state_4,first_person,0.5,12,25,0.15658617091675048,0.15658617091675042,5.55389276409176e-17,0.15658617091675048,0.15658617091675048,0.0,0.0
meta-llama/Llama-3.1-8B,polite_speech,state_4,first_person,0.7,18,25,0.15658617091675048,0.15658617091675042,5.55389276409176e-17,0.15658617091675048,0.15658617091675048,0.0,0.0
meta-llama/Llama-3.1-8B,polite_speech,state_4,first_person,0.9,22,25,0.15658617091675048,0.15658617091675042,5.55389276409176e-17,0.15658617091675048,0.15658617091675048,0.0,0.0
meta-llama/Llama-3.1-8B,polite_speech,state_4,third_person,0.5,12,25,0.05883843238299703,0.0802506952147848,0.038399441405413445,0.029232963226509902,0.15658617091675048,0.03719953029216667,0.09774773853375344
meta-llama/Llama-3.1-8B,polite_speech,state_4,third_person,0.7,18,25,0.05883843238299703,0.06778038877515145,0.026292231763955135,0.04415122789865588,0.10796226287529026,0.019722364483660826,0.09774773853375344
meta-llama/Llama-3.1-8B,polite_speech,state_4,third_person,0.9,22,25,0.05883843238299703,0.06279890155636053,0.0164811222618289,0.05302273946075917,0.11277602264516778,0.011695340759939839,0.05393759026217075
meta-llama/Llama-3.1-8B,polite_speech,state_5,second_person,0.5,12,25,0.08910840174606041,0.0891084017460604,1.38847319102294e-17,0.08910840174606041,0.08910840174606041,0.0,0.0
meta-llama/Llama-3.1-8B,polite_speech,state_5,second_person,0.7,18,25,0.08910840174606041,0.0891084017460604,1.38847319102294e-17,0.08910840174606041,0.08910840174606041,0.0,0.0
meta-llama/Llama-3.1-8B,polite_speech,state_5,second_person,0.9,22,25,0.08910840174606041,0.0891084017460604,1.38847319102294e-17,0.08910840174606041,0.08910840174606041,0.0,0.0
meta-llama/Llama-3.1-8B,polite_speech,state_5,first_person,0.5,12,25,0.08910840174606041,0.0891084017460604,1.38847319102294e-17,0.08910840174606041,0.08910840174606041,0.0,0.0
meta-llama/Llama-3.1-8B,polite_speech,state_5,first_person,0.7,18,25,0.08910840174606041,0.0891084017460604,1.38847319102294e-17,0.08910840174606041,0.08910840174606041,0.0,0.0
meta-llama/Llama-3.1-8B,polite_speech,state_5,first_person,0.9,22,25,0.08910840174606041,0.0891084017460604,1.38847319102294e-17,0.08910840174606041,0.08910840174606041,0.0,0.0
meta-llama/Llama-3.1-8B,polite_speech,state_5,third_person,0.5,12,25,0.194108422389984,0.20191603540821104,0.06024666842744212,0.09693976458828762,0.3455181573977194,0.04713514056412302,0.28180270776026173
meta-llama/Llama-3.1-8B,polite_speech,state_5,third_person,0.7,18,25,0.194108422389984,0.19679754078576972,0.03347415818129364,0.13980531534914675,0.26930832087009415,0.024357852668134325,0.12310837904048261
meta-llama/Llama-3.1-8B,polite_speech,state_5,third_person,0.9,22,25,0.194108422389984,0.1950467929269791,0.01965791284881612,0.17344415332582075,0.22614407239835443,0.015527344496294362,0.06365523495163633
